,price,propertyType,operation,size,exterior,rooms,bathrooms,province,municipality,distance,status,newDevelopment,floor,district,hasLift,parkingSpace
179,750.0,flat,rent,45.0,False,1,1,Madrid,Madrid,5089,good,False,bj,Tetuán,False,desconocido
180,600.0,studio,rent,32.0,True,0,1,Madrid,Madrid,6325,good,False,1,San Blas,True,desconocido
181,723.0,studio,rent,25.0,True,0,1,Madrid,Rivas-Vaciamadrid,16775,newdevelopment,True,desconocido,Rivas Futura,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
182,725.0,flat,rent,50.0,True,1,1,Madrid,Madrid,10503,good,False,1,San Blas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
183,750.0,flat,rent,67.0,True,3,1,Madrid,Getafe,11657,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido
184,600.0,flat,rent,45.0,True,2,1,Madrid,Mataelpino,41003,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido
185,750.0,flat,rent,70.0,True,3,1,Madrid,San Fernando de Henares,14642,good,False,2,Montserrat - Parque Empresarial,False,desconocido
186,450.0,penthouse,rent,60.0,True,1,1,Madrid,Villa del Prado,53238,good,False,desconocido,desconocido,False,desconocido
187,720.0,flat,rent,54.0,True,1,1,Madrid,Madrid,3296,good,False,bj,Carabanchel,False,desconocido
188,550.0,penthouse,rent,75.0,True,2,2,Madrid,Villa del Prado,53247,good,False,desconocido,desconocido,False,desconocido
189,720.0,flat,rent,49.0,False,3,1,Madrid,Madrid,8411,good,False,3,Villaverde,False,desconocido
190,740.0,flat,rent,65.0,True,3,1,Madrid,Madrid,8443,good,False,1,Vicálvaro,True,desconocido
191,660.0,flat,rent,155.0,False,3,2,Madrid,Aranjuez,41119,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido
192,720.0,flat,rent,56.0,False,2,1,Madrid,Madrid,6691,good,False,4,Villaverde,False,desconocido
193,650.0,flat,rent,31.0,False,1,1,Madrid,Madrid,1207,good,False,3,Centro,False,desconocido
194,650.0,flat,rent,96.0,True,2,1,Madrid,Aranjuez,43953,good,False,3,Nuevo Aranjuez-Ciudad de las Artes,False,desconocido
195,660.0,flat,rent,168.0,False,4,2,Madrid,Aranjuez,41221,good,False,3,La Montaña-El Cortijo,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
196,690.0,flat,rent,64.0,True,2,1,Madrid,Alcalá de Henares,30634,good,False,bj,Val,False,desconocido
197,750.0,studio,rent,25.0,True,0,1,Madrid,Madrid,3177,good,False,5,Barrio de Salamanca,True,desconocido
198,725.0,flat,rent,45.0,True,1,1,Madrid,Madrid,10508,good,False,2,San Blas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
199,620.0,flat,rent,85.0,False,1,1,Madrid,Pinto,19767,good,False,bj,San José - Buenos Aires,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
200,590.0,flat,rent,52.0,True,1,1,Madrid,Los Molinos,44526,good,False,bj,desconocido,False,desconocido
201,750.0,penthouse,rent,80.0,True,0,1,Madrid,Tres Cantos,20818,good,False,1,Zona Industrial,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
202,720.0,studio,rent,36.0,True,0,1,Madrid,Madrid,5975,good,False,2,Ciudad Lineal,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
203,700.0,flat,rent,82.0,True,2,1,Madrid,San Lorenzo de el Escorial,42463,good,False,3,Centro - Casco Histórico,False,desconocido
204,692.0,flat,rent,83.0,True,2,2,Madrid,Torrejón de Ardoz,20294,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
205,670.0,flat,rent,79.0,True,2,2,Madrid,Torrejón de Ardoz,20294,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
206,609.0,flat,rent,56.0,True,1,1,Madrid,Alcalá de Henares,30186,newdevelopment,True,bj,Espartales,True,desconocido
207,718.0,flat,rent,86.0,True,2,2,Madrid,Torrejón de Ardoz,20294,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
208,694.0,flat,rent,81.0,True,2,2,Madrid,Torrejón de Ardoz,20294,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
209,658.0,flat,rent,78.0,True,2,2,Madrid,Torrejón de Ardoz,20294,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
210,750.0,flat,rent,36.0,False,2,1,Madrid,Madrid,3620,good,False,2,Tetuán,True,desconocido
211,723.0,flat,rent,88.0,True,2,2,Madrid,Torrejón de Ardoz,20294,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
212,728.0,flat,rent,91.0,True,2,2,Madrid,Torrejón de Ardoz,20294,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
213,650.0,studio,rent,28.0,True,0,1,Madrid,Madrid,4920,good,False,bj,Tetuán,False,desconocido
214,750.0,flat,rent,60.0,False,2,1,Madrid,Alcalá de Henares,29663,good,False,1,Casco Histórico,False,desconocido
215,735.0,flat,rent,60.0,True,3,1,Madrid,Parla,20886,good,False,4,Parque Inlasa,False,desconocido
216,699.0,penthouse,rent,78.0,True,2,1,Madrid,Colmenar Viejo,27684,good,False,2,Centro,False,desconocido
217,725.0,flat,rent,67.0,True,3,1,Madrid,Móstoles,17191,good,False,4,Centro,False,desconocido
218,740.0,flat,rent,77.0,True,3,2,Madrid,Alcalá de Henares,28385,good,False,bj,Reyes Católicos,True,desconocido
219,720.0,flat,rent,73.0,True,1,1,Madrid,Collado Villalba,34761,good,False,2,Villalba Estación,True,desconocido
220,750.0,flat,rent,79.0,True,3,1,Madrid,Getafe,11728,good,False,en,Universidad,True,desconocido
221,710.0,flat,rent,66.0,True,3,1,Madrid,Parla,20588,good,False,4,Parque Inlasa,False,desconocido
222,725.0,flat,rent,62.0,True,2,1,Madrid,Madrid,7748,good,False,3,Latina,False,desconocido
223,750.0,flat,rent,46.0,False,1,1,Madrid,Madrid,5680,good,False,bj,Carabanchel,False,desconocido
224,750.0,flat,rent,61.0,True,2,1,Madrid,Madrid,3161,good,False,1,Carabanchel,True,desconocido
225,730.0,flat,rent,161.0,True,4,1,Madrid,Aranjuez,44159,good,False,3,Nuevo Aranjuez-Ciudad de las Artes,False,desconocido
226,720.0,flat,rent,110.0,False,2,1,Madrid,Parla,21417,good,False,desconocido,Las Américas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
227,720.0,flat,rent,48.0,False,2,1,Madrid,Madrid,3551,good,False,bj,Puente de Vallecas,False,desconocido
228,700.0,flat,rent,57.0,False,2,1,Madrid,Madrid,8410,good,False,4,Villaverde,False,desconocido
229,750.0,duplex,rent,75.0,True,2,2,Madrid,Cobeña,24176,good,False,1,desconocido,False,desconocido
230,610.0,studio,rent,26.0,False,0,1,Madrid,Madrid,5343,good,False,3,Tetuán,True,desconocido
231,740.0,flat,rent,52.0,False,2,1,Madrid,Móstoles,17525,good,False,4,Centro,False,desconocido
232,715.0,flat,rent,62.0,True,2,1,Madrid,Colmenar Viejo,26558,good,False,bj,San Crispín - La Estación Consorcio,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
233,550.0,flat,rent,57.0,False,2,1,Madrid,Aranjuez,43521,good,False,bj,Foso-Moreras,False,desconocido
234,710.0,flat,rent,36.0,True,1,1,Madrid,Madrid,1315,good,False,bj,Arganzuela,False,desconocido
235,730.0,flat,rent,51.0,True,2,1,Madrid,Madrid,8093,good,False,2,Villaverde,False,desconocido
236,750.0,studio,rent,23.0,True,0,1,Madrid,Madrid,1367,good,False,8,Centro,True,desconocido
237,690.0,flat,rent,33.0,False,1,1,Madrid,Madrid,5232,good,False,3,Tetuán,True,desconocido
238,740.0,flat,rent,73.0,True,3,1,Madrid,Parla,21838,good,False,4,Fuentebella-San Felix-El Leguario,True,desconocido
239,750.0,duplex,rent,66.0,True,1,1,Madrid,Madrid,5627,good,False,bj,Tetuán,True,desconocido
240,720.0,flat,rent,44.0,False,3,1,Madrid,Madrid,8176,good,False,2,Villaverde,False,desconocido
241,475.0,flat,rent,79.0,True,2,2,Madrid,Navalafuente,45077,good,False,2,desconocido,True,desconocido
242,740.0,flat,rent,41.0,True,2,1,Madrid,Madrid,4787,good,False,2,Puente de Vallecas,False,desconocido
243,740.0,flat,rent,57.0,True,1,1,Madrid,Madrid,3642,good,False,1,Latina,True,desconocido
244,740.0,flat,rent,62.0,True,2,1,Madrid,Colmenar Viejo,26890,good,False,1,San Crispín - La Estación Consorcio,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
245,700.0,flat,rent,74.0,False,2,1,Madrid,Getafe,9950,good,False,4,Getafe norte,False,desconocido
246,730.0,flat,rent,35.0,False,1,1,Madrid,Madrid,760,good,False,2,Centro,True,desconocido
247,700.0,studio,rent,28.0,True,0,1,Madrid,Madrid,9700,good,False,3,Fuencarral,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 90.0}"
248,600.0,chalet,rent,180.0,False,3,2,Madrid,Meco,35543,good,False,desconocido,desconocido,desconocido,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
249,750.0,flat,rent,109.0,True,2,2,Madrid,Valdemoro,24455,good,False,3,Hospital,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
250,749.0,flat,rent,38.0,True,1,1,Madrid,Madrid,6506,good,False,2,Carabanchel,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
251,700.0,studio,rent,30.0,False,0,1,Madrid,Madrid,2411,good,False,bj,Retiro,True,desconocido
252,667.0,flat,rent,70.0,True,1,1,Madrid,Parla,21185,good,False,8,Parla Este,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
253,725.0,flat,rent,45.0,False,1,1,Madrid,Madrid,10398,good,False,1,San Blas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
254,550.0,penthouse,rent,70.0,True,3,1,Madrid,Robledo de Chavela,47595,good,False,3,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
255,695.0,flat,rent,55.0,True,3,1,Madrid,Parla,19765,good,False,4,Villayuventus-Renfe,False,desconocido
256,750.0,flat,rent,105.0,True,3,1,Madrid,Campo Real,28810,good,False,1,desconocido,False,desconocido
257,699.0,flat,rent,52.0,True,1,1,Madrid,Madrid,7092,good,False,3,Puente de Vallecas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
258,750.0,studio,rent,32.0,True,0,1,Madrid,Madrid,5006,good,False,14,Ciudad Lineal,True,desconocido
259,730.0,flat,rent,80.0,True,3,1,Madrid,Collado Villalba,35774,good,False,4,Carlos Ruiz,False,desconocido
260,710.0,flat,rent,30.0,True,1,1,Madrid,Madrid,1156,good,False,bj,Centro,False,desconocido
261,650.0,flat,rent,58.0,True,1,1,Madrid,Madrid,5924,good,False,4,Puente de Vallecas,True,desconocido
262,600.0,countryHouse,rent,60.0,False,2,2,Madrid,Villaviciosa de Odón,23776,renew,False,desconocido,Centro,desconocido,desconocido
263,740.0,flat,rent,41.0,True,2,1,Madrid,Madrid,8358,good,False,3,Villa de Vallecas,False,desconocido
264,525.0,flat,rent,40.0,True,1,1,Madrid,Aranjuez,43059,good,False,3,Foso-Moreras,True,desconocido
265,750.0,studio,rent,35.0,True,0,1,Madrid,Madrid,1272,good,False,4,Moncloa,False,desconocido
266,750.0,flat,rent,74.0,True,3,1,Madrid,Alcalá de Henares,29245,good,False,2,Chorrillo,True,desconocido
267,710.0,flat,rent,69.0,True,3,1,Madrid,Alcalá de Henares,28440,good,False,5,Reyes Católicos,True,desconocido
268,560.0,studio,rent,46.0,True,0,1,Madrid,Madrid,3786,good,False,bj,Puente de Vallecas,False,desconocido
269,600.0,flat,rent,42.0,True,1,1,Madrid,Torrejón de Ardoz,18905,good,False,bj,Noroeste,False,desconocido
270,720.0,flat,rent,44.0,True,1,1,Madrid,Madrid,3589,good,False,ss,Carabanchel,False,desconocido
271,750.0,flat,rent,60.0,True,2,1,Madrid,Madrid,2591,good,False,desconocido,Latina,False,desconocido
272,750.0,flat,rent,42.0,False,1,1,Madrid,Madrid,2762,good,False,4,Arganzuela,True,desconocido
273,750.0,studio,rent,90.0,True,0,1,Madrid,Madrid,7228,good,False,4,San Blas,True,desconocido
274,650.0,studio,rent,45.0,False,0,1,Madrid,Madrid,3807,good,False,bj,Chamartín,True,desconocido
275,650.0,flat,rent,59.0,True,1,1,Madrid,Parla,20637,good,False,2,El Nido-Las Fuentes,True,desconocido
276,670.0,flat,rent,75.0,True,2,1,Madrid,Arganda,27056,good,False,3,El Mirador - Grillero,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
277,650.0,flat,rent,45.0,True,1,1,Madrid,Getafe,12383,newdevelopment,True,2,La Alhóndiga,True,desconocido
278,750.0,flat,rent,32.0,True,1,1,Madrid,Madrid,5339,good,False,2,Puente de Vallecas,True,desconocido
279,725.0,flat,rent,50.0,True,1,1,Madrid,Madrid,5564,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido
280,620.0,studio,rent,20.0,False,0,1,Madrid,Madrid,1893,good,False,1,Arganzuela,True,desconocido
281,680.0,flat,rent,35.0,True,1,1,Madrid,Madrid,3308,good,False,bj,Carabanchel,False,desconocido
282,750.0,flat,rent,87.0,True,3,1,Madrid,Coslada,12519,good,False,bj,La Espinilla - Parque Blanco,True,desconocido
283,670.0,flat,rent,53.0,True,1,1,Madrid,Getafe,12383,newdevelopment,True,1,La Alhóndiga,True,desconocido
284,600.0,flat,rent,75.0,True,3,1,Madrid,Alcalá de Henares,28756,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido
285,750.0,flat,rent,70.0,True,2,1,Madrid,Alcorcón,12614,good,False,4,Centro,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 15000.0}"
286,700.0,flat,rent,36.0,True,2,1,Madrid,Pozuelo de Alarcón,9525,good,False,3,Zona Pueblo,False,desconocido
287,695.0,flat,rent,58.0,False,1,1,Madrid,Madrid,5659,good,False,1,Carabanchel,True,desconocido
288,710.0,flat,rent,66.0,True,1,1,Madrid,Arganda,25013,good,False,2,Centro,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
289,620.0,flat,rent,80.0,True,2,1,Madrid,Bustarviejo,49280,good,False,2,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
290,700.0,flat,rent,80.0,True,3,1,Madrid,Collado Mediano,40907,good,False,1,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
291,715.0,flat,rent,89.0,True,3,1,Madrid,Chinchón,39316,good,False,bj,desconocido,False,desconocido
292,750.0,flat,rent,50.0,True,1,1,Madrid,Madrid,11203,good,False,1,Villa de Vallecas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
293,750.0,flat,rent,45.0,True,1,1,Madrid,Madrid,8426,good,False,2,Hortaleza,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
294,550.0,studio,rent,25.0,False,0,1,Madrid,Madrid,4650,good,False,bj,Tetuán,False,desconocido
295,730.0,flat,rent,60.0,True,1,1,Madrid,Colmenar Viejo,27803,good,False,desconocido,Centro,False,desconocido
296,750.0,penthouse,rent,46.0,True,2,1,Madrid,Madrid,3889,good,False,4,Puente de Vallecas,True,desconocido
297,700.0,flat,rent,45.0,True,1,1,Madrid,Coslada,13887,good,False,bj,Ciudad 70,False,desconocido
298,680.0,flat,rent,85.0,True,2,1,Madrid,Coslada,13303,renew,False,bj,Valleaguado - La Cañada,True,desconocido
299,600.0,flat,rent,28.0,False,1,1,Madrid,Madrid,4418,good,False,4,Tetuán,False,desconocido
300,750.0,flat,rent,80.0,True,2,1,Madrid,Colmenarejo,30995,good,False,1,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
301,700.0,flat,rent,62.0,True,1,1,Madrid,Alcorcón,13040,good,False,2,Centro,True,desconocido
302,690.0,flat,rent,77.0,True,2,1,Madrid,Madrid,7283,good,False,bj,Carabanchel,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
303,700.0,flat,rent,50.0,True,1,1,Madrid,Madrid,7844,good,False,bj,Fuencarral,False,desconocido
304,750.0,flat,rent,87.0,True,2,1,Madrid,Coslada,13773,good,False,5,Ciudad 70,True,desconocido
305,735.0,flat,rent,51.0,True,1,1,Madrid,Getafe,14023,good,False,4,Buenavista,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
306,700.0,flat,rent,80.0,True,3,1,Madrid,Móstoles,17777,good,False,5,Suroeste,True,desconocido
307,725.0,flat,rent,75.0,True,3,1,Madrid,Fuenlabrada,16247,good,False,desconocido,Centro,False,desconocido
308,733.0,flat,rent,68.4,True,2,1,Madrid,Alcalá de Henares,28541,good,False,2,Las Sedas - El Olivar,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
309,750.0,flat,rent,36.0,True,1,1,Madrid,Madrid,4237,good,False,bj,Ciudad Lineal,True,desconocido
310,675.0,flat,rent,69.0,True,2,1,Madrid,Madrid,5656,good,False,bj,Latina,False,desconocido
311,650.0,flat,rent,85.0,True,2,1,Madrid,Guadarrama,43066,good,False,2,desconocido,False,desconocido
312,730.0,flat,rent,52.0,True,1,1,Madrid,Madrid,5879,good,False,bj,Tetuán,True,desconocido
313,700.0,flat,rent,97.0,True,1,1,Madrid,Loeches,24605,good,False,bj,desconocido,True,desconocido
314,690.0,studio,rent,38.0,False,0,1,Madrid,Madrid,5798,good,False,2,Tetuán,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
315,700.0,flat,rent,70.0,True,2,1,Madrid,Guadarrama,43166,good,False,1,desconocido,False,desconocido
316,600.0,duplex,rent,89.0,True,2,2,Madrid,Miraflores de la Sierra,44474,good,False,2,desconocido,False,desconocido
317,700.0,studio,rent,25.0,False,0,1,Madrid,Madrid,691,good,False,bj,Centro,False,desconocido
318,690.0,flat,rent,60.0,True,2,1,Madrid,Sevilla la Nueva,29005,good,False,bj,desconocido,False,desconocido
319,750.0,duplex,rent,114.0,True,3,3,Madrid,Serranillos del Valle,28099,good,False,1,desconocido,False,desconocido
320,700.0,studio,rent,51.0,True,0,1,Madrid,Madrid,8471,good,False,bj,Hortaleza,False,desconocido
321,670.0,flat,rent,61.0,True,1,1,Madrid,Collado Villalba,35136,good,False,bj,Parque de la Coruña - Las Suertes,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
322,750.0,flat,rent,80.0,True,2,1,Madrid,Valdemoro,25085,good,False,4,Zona Estación,True,desconocido
323,740.0,studio,rent,33.0,True,0,1,Madrid,Madrid,8322,good,False,bj,Hortaleza,True,desconocido
324,750.0,flat,rent,110.0,True,4,2,Madrid,Colmenar Viejo,27976,good,False,1,El Mirador,False,desconocido
325,750.0,flat,rent,62.0,True,2,1,Madrid,Madrid,5703,good,False,3,Puente de Vallecas,False,desconocido
326,750.0,studio,rent,70.0,True,0,1,Madrid,San Sebastián de los Reyes,16273,good,False,bj,Pol. Industrial sur,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
327,650.0,studio,rent,28.0,True,0,1,Madrid,Madrid,5399,good,False,bj,Ciudad Lineal,False,desconocido
328,625.0,flat,rent,51.0,True,1,1,Madrid,Arganda,25010,good,False,2,Centro,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
329,700.0,flat,rent,35.0,True,1,1,Madrid,Madrid,2266,good,False,bj,Retiro,True,desconocido
330,750.0,flat,rent,95.0,True,2,2,Madrid,Colmenarejo,30759,good,False,1,desconocido,False,desconocido
331,600.0,studio,rent,25.0,False,0,1,Madrid,Madrid,3812,good,False,bj,Usera,False,desconocido
332,750.0,flat,rent,89.0,True,2,2,Madrid,Getafe,12878,good,False,2,San Isidro,True,desconocido
333,700.0,flat,rent,55.0,True,1,1,Madrid,Valdemorillo,32004,good,False,1,Valdemorillo pueblo,True,desconocido
334,750.0,flat,rent,90.0,True,3,2,Madrid,Campo Real,28736,good,False,2,desconocido,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
335,750.0,flat,rent,48.0,True,2,1,Madrid,Madrid,6832,good,False,2,Fuencarral,True,desconocido
336,625.0,flat,rent,57.0,True,2,1,Madrid,Aranjuez,43647,good,False,bj,Centro,False,desconocido
337,750.0,flat,rent,46.0,True,1,1,Madrid,San Sebastián de los Reyes,16127,good,False,1,Centro Urbano,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
338,695.0,flat,rent,59.0,True,1,1,Madrid,Madrid,8595,good,False,4,Villaverde,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
339,450.0,flat,rent,40.0,True,1,1,Madrid,Robledo de Chavela,46273,good,False,1,desconocido,False,desconocido
340,720.0,flat,rent,58.0,True,2,1,Madrid,Alcorcón,13451,good,False,bj,Centro,False,desconocido
341,745.0,flat,rent,73.0,True,2,1,Madrid,Alcalá de Henares,28800,good,False,2,Las Sedas - El Olivar,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
342,720.0,flat,rent,69.6,True,2,1,Madrid,Alcalá de Henares,28624,good,False,2,Las Sedas - El Olivar,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
343,750.0,flat,rent,55.0,True,2,1,Madrid,Madrid,7462,good,False,1,Fuencarral,False,desconocido
344,720.0,studio,rent,48.0,True,0,1,Madrid,Madrid,5808,good,False,1,Ciudad Lineal,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
345,725.0,studio,rent,44.0,False,0,1,Madrid,Madrid,1140,good,False,8,Centro,True,desconocido
346,750.0,flat,rent,80.0,False,2,1,Madrid,Madrid,8011,good,False,5,Villaverde,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
347,550.0,flat,rent,86.0,True,2,1,Madrid,Torrelaguna,47448,good,False,1,desconocido,True,desconocido
348,640.0,flat,rent,69.0,True,2,1,Madrid,Villalbilla,29311,good,False,2,desconocido,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
349,700.0,flat,rent,54.0,True,1,1,Madrid,Getafe,11656,good,False,1,Getafe Centro,True,desconocido
350,700.0,flat,rent,59.0,True,1,1,Madrid,Madrid,7529,good,False,6,Carabanchel,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
351,700.0,flat,rent,75.0,True,2,1,Madrid,Alcalá de Henares,30359,good,False,1,Pryconsa - Poligono Europa,False,desconocido
352,695.0,flat,rent,62.0,False,2,1,Madrid,Alcobendas,15162,good,False,3,Alcobendas Centro,False,desconocido
