,price,propertyType,operation,size,exterior,rooms,bathrooms,province,municipality,distance,status,newDevelopment,floor,district,hasLift,parkingSpace,size_MinMax,distance_MinMax
235,730.0,flat,rent,51.0,True,2,1,Madrid,Madrid,8093,good,False,2,Villaverde,False,desconocido,0.16666666666666669,0.1402159076808537
236,750.0,studio,rent,23.0,True,0,1,Madrid,Madrid,1367,good,False,8,Centro,True,desconocido,0.016129032258064516,0.020988070125680252
237,690.0,flat,rent,33.0,False,1,1,Madrid,Madrid,5232,good,False,3,Tetuán,True,desconocido,0.06989247311827956,0.08950064701398613
238,740.0,flat,rent,73.0,True,3,1,Madrid,Parla,21838,good,False,4,Fuentebella-San Felix-El Leguario,True,desconocido,0.2849462365591398,0.3838654210908833
239,750.0,duplex,rent,66.0,True,1,1,Madrid,Madrid,5627,good,False,bj,Tetuán,True,desconocido,0.24731182795698925,0.09650257919273926
240,720.0,flat,rent,44.0,False,3,1,Madrid,Madrid,8176,good,False,2,Villaverde,False,desconocido,0.12903225806451613,0.14168719975892083
241,475.0,flat,rent,79.0,True,2,2,Madrid,Navalafuente,45077,good,False,2,desconocido,True,desconocido,0.3172043010752688,0.7958094765390956
242,740.0,flat,rent,41.0,True,2,1,Madrid,Madrid,4787,good,False,2,Puente de Vallecas,False,desconocido,0.11290322580645162,0.08161239430627693
243,740.0,flat,rent,57.0,True,1,1,Madrid,Madrid,3642,good,False,1,Latina,True,desconocido,0.1989247311827957,0.06131565419318243
244,740.0,flat,rent,62.0,True,2,1,Madrid,Colmenar Viejo,26890,good,False,1,San Crispín - La Estación Consorcio,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.22580645161290325,0.4734192473366068
245,700.0,flat,rent,74.0,False,2,1,Madrid,Getafe,9950,good,False,4,Getafe norte,False,desconocido,0.2903225806451613,0.17313385212628296
246,730.0,flat,rent,35.0,False,1,1,Madrid,Madrid,760,good,False,2,Centro,True,desconocido,0.08064516129032259,0.010228138904153299
247,700.0,studio,rent,28.0,True,0,1,Madrid,Madrid,9700,good,False,3,Fuencarral,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 90.0}",0.04301075268817203,0.1687022494815025
248,600.0,chalet,rent,180.0,False,3,2,Madrid,Meco,35543,good,False,desconocido,desconocido,desconocido,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.8602150537634409,0.6268058780777481
249,750.0,flat,rent,109.0,True,2,2,Madrid,Valdemoro,24455,good,False,3,Hospital,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.478494623655914,0.43025543757644513
250,749.0,flat,rent,38.0,True,1,1,Madrid,Madrid,6506,good,False,2,Carabanchel,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.0967741935483871,0.11208409409178735
251,700.0,studio,rent,30.0,False,0,1,Madrid,Madrid,2411,good,False,bj,Retiro,True,desconocido,0.05376344086021506,0.039494442770283446
252,667.0,flat,rent,70.0,True,1,1,Madrid,Parla,21185,good,False,8,Parla Este,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.2688172043010753,0.37229007498271677
253,725.0,flat,rent,45.0,False,1,1,Madrid,Madrid,10398,good,False,1,San Blas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.13440860215053763,0.18107528406572954
254,550.0,penthouse,rent,70.0,True,3,1,Madrid,Robledo de Chavela,47595,good,False,3,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.2688172043010753,0.8404445783773244
255,695.0,flat,rent,55.0,True,3,1,Madrid,Parla,19765,good,False,4,Villayuventus-Renfe,False,desconocido,0.1881720430107527,0.3471185719603637
256,750.0,flat,rent,105.0,True,3,1,Madrid,Campo Real,28810,good,False,1,desconocido,False,desconocido,0.456989247311828,0.5074539556485208
257,699.0,flat,rent,52.0,True,1,1,Madrid,Madrid,7092,good,False,3,Puente de Vallecas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.17204301075268819,0.12247177069115274
258,750.0,studio,rent,32.0,True,0,1,Madrid,Madrid,5006,good,False,14,Ciudad Lineal,True,desconocido,0.06451612903225806,0.0854944782231046
259,730.0,flat,rent,80.0,True,3,1,Madrid,Collado Villalba,35774,good,False,4,Carlos Ruiz,False,desconocido,0.32258064516129037,0.6309006789215252
260,710.0,flat,rent,30.0,True,1,1,Madrid,Madrid,1156,good,False,bj,Centro,False,desconocido,0.05376344086021506,0.017247797493485546
261,650.0,flat,rent,58.0,True,1,1,Madrid,Madrid,5924,good,False,4,Puente de Vallecas,True,desconocido,0.2043010752688172,0.10176732313473845
262,600.0,countryHouse,rent,60.0,False,2,2,Madrid,Villaviciosa de Odón,23776,renew,False,desconocido,Centro,desconocido,desconocido,0.21505376344086025,0.41821920479322144
263,740.0,flat,rent,41.0,True,2,1,Madrid,Madrid,8358,good,False,3,Villa de Vallecas,False,desconocido,0.11290322580645162,0.144913406484321
264,525.0,flat,rent,40.0,True,1,1,Madrid,Aranjuez,43059,good,False,3,Foso-Moreras,True,desconocido,0.10752688172043012,0.7600375799904278
265,750.0,studio,rent,35.0,True,0,1,Madrid,Madrid,1272,good,False,4,Moncloa,False,desconocido,0.08064516129032259,0.019304061120663678
266,750.0,flat,rent,74.0,True,3,1,Madrid,Alcalá de Henares,29245,good,False,2,Chorrillo,True,desconocido,0.2903225806451613,0.5151649442504388
267,710.0,flat,rent,69.0,True,3,1,Madrid,Alcalá de Henares,28440,good,False,5,Reyes Católicos,True,desconocido,0.26344086021505375,0.5008951837342457
268,560.0,studio,rent,46.0,True,0,1,Madrid,Madrid,3786,good,False,bj,Puente de Vallecas,False,desconocido,0.13978494623655915,0.06386825731657596
269,600.0,flat,rent,42.0,True,1,1,Madrid,Torrejón de Ardoz,18905,good,False,bj,Noroeste,False,desconocido,0.11827956989247312,0.33187385886231896
270,720.0,flat,rent,44.0,True,1,1,Madrid,Madrid,3589,good,False,ss,Carabanchel,False,desconocido,0.12903225806451613,0.06037615443248897
271,750.0,flat,rent,60.0,True,2,1,Madrid,Madrid,2591,good,False,desconocido,Latina,False,desconocido,0.21505376344086025,0.04268519667452538
272,750.0,flat,rent,42.0,False,1,1,Madrid,Madrid,2762,good,False,4,Arganzuela,True,desconocido,0.11827956989247312,0.04571641288355521
273,750.0,studio,rent,90.0,True,0,1,Madrid,Madrid,7228,good,False,4,San Blas,True,desconocido,0.3763440860215054,0.12488256252991332
274,650.0,studio,rent,45.0,False,0,1,Madrid,Madrid,3807,good,False,bj,Chamartín,True,desconocido,0.13440860215053763,0.06424051193873752
275,650.0,flat,rent,59.0,True,1,1,Madrid,Parla,20637,good,False,2,El Nido-Las Fuentes,True,desconocido,0.20967741935483875,0.362576001985358
276,670.0,flat,rent,75.0,True,2,1,Madrid,Arganda,27056,good,False,3,El Mirador - Grillero,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.2956989247311828,0.47636183149274103
277,650.0,flat,rent,45.0,True,1,1,Madrid,Getafe,12383,newdevelopment,True,2,La Alhóndiga,True,desconocido,0.13440860215053763,0.2162622090652864
278,750.0,flat,rent,32.0,True,1,1,Madrid,Madrid,5339,good,False,2,Puente de Vallecas,True,desconocido,0.06451612903225806,0.09139737294595217
279,725.0,flat,rent,50.0,True,1,1,Madrid,Madrid,5564,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.16129032258064518,0.09538581532625459
280,620.0,studio,rent,20.0,False,0,1,Madrid,Madrid,1893,good,False,1,Arganzuela,True,desconocido,0.0,0.030312162090298335
281,680.0,flat,rent,35.0,True,1,1,Madrid,Madrid,3308,good,False,bj,Carabanchel,False,desconocido,0.08064516129032259,0.05539503305975573
282,750.0,flat,rent,87.0,True,3,1,Madrid,Coslada,12519,good,False,bj,La Espinilla - Parque Blanco,True,desconocido,0.3602150537634409,0.21867300090404695
283,670.0,flat,rent,53.0,True,1,1,Madrid,Getafe,12383,newdevelopment,True,1,La Alhóndiga,True,desconocido,0.1774193548387097,0.2162622090652864
284,600.0,flat,rent,75.0,True,3,1,Madrid,Alcalá de Henares,28756,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.2956989247311828,0.5064967294772482
285,750.0,flat,rent,70.0,True,2,1,Madrid,Alcorcón,12614,good,False,4,Centro,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 15000.0}",0.2688172043010753,0.22035700990906354
286,700.0,flat,rent,36.0,True,2,1,Madrid,Pozuelo de Alarcón,9525,good,False,3,Zona Pueblo,False,desconocido,0.08602150537634409,0.1656001276301562
287,695.0,flat,rent,58.0,False,1,1,Madrid,Madrid,5659,good,False,1,Carabanchel,True,desconocido,0.2043010752688172,0.09706982433127116
288,710.0,flat,rent,66.0,True,1,1,Madrid,Arganda,25013,good,False,2,Centro,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.24731182795698925,0.4401467746795951
289,620.0,flat,rent,80.0,True,2,1,Madrid,Bustarviejo,49280,good,False,2,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.32258064516129037,0.8703135802031448
290,700.0,flat,rent,80.0,True,3,1,Madrid,Collado Mediano,40907,good,False,1,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.32258064516129037,0.7218903444241577
291,715.0,flat,rent,89.0,True,3,1,Madrid,Chinchón,39316,good,False,bj,desconocido,False,desconocido,0.3709677419354839,0.6936876251927748
292,750.0,flat,rent,50.0,True,1,1,Madrid,Madrid,11203,good,False,1,Villa de Vallecas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.16129032258064518,0.19534504458192262
293,750.0,flat,rent,45.0,True,1,1,Madrid,Madrid,8426,good,False,2,Hortaleza,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.13440860215053763,0.1461188024037013
294,550.0,studio,rent,25.0,False,0,1,Madrid,Madrid,4650,good,False,bj,Tetuán,False,desconocido,0.02688172043010753,0.07918387605693723
295,730.0,flat,rent,60.0,True,1,1,Madrid,Colmenar Viejo,27803,good,False,desconocido,Centro,False,desconocido,0.21505376344086025,0.48960346019534506
296,750.0,penthouse,rent,46.0,True,2,1,Madrid,Madrid,3889,good,False,4,Puente de Vallecas,True,desconocido,0.13978494623655915,0.06569407760622552
297,700.0,flat,rent,45.0,True,1,1,Madrid,Coslada,13887,good,False,bj,Ciudad 70,False,desconocido,0.13440860215053763,0.24292273057628563
298,680.0,flat,rent,85.0,True,2,1,Madrid,Coslada,13303,renew,False,bj,Valleaguado - La Cañada,True,desconocido,0.34946236559139787,0.23257050679807847
299,600.0,flat,rent,28.0,False,1,1,Madrid,Madrid,4418,good,False,4,Tetuán,False,desconocido,0.04301075268817203,0.07507134880258096
300,750.0,flat,rent,80.0,True,2,1,Madrid,Colmenarejo,30995,good,False,1,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.32258064516129037,0.546186162763902
301,700.0,flat,rent,62.0,True,1,1,Madrid,Alcorcón,13040,good,False,2,Centro,True,desconocido,0.22580645161290325,0.22790846081576943
302,690.0,flat,rent,77.0,True,2,1,Madrid,Madrid,7283,good,False,bj,Carabanchel,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3064516129032258,0.12585751511176504
303,700.0,flat,rent,50.0,True,1,1,Madrid,Madrid,7844,good,False,bj,Fuencarral,False,desconocido,0.16129032258064518,0.13580203144665237
304,750.0,flat,rent,87.0,True,2,1,Madrid,Coslada,13773,good,False,5,Ciudad 70,True,desconocido,0.3602150537634409,0.24090191977026573
305,735.0,flat,rent,51.0,True,1,1,Madrid,Getafe,14023,good,False,4,Buenavista,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.16666666666666669,0.2453335224150462
306,700.0,flat,rent,80.0,True,3,1,Madrid,Móstoles,17777,good,False,5,Suroeste,True,desconocido,0.32258064516129037,0.3118784677290695
307,725.0,flat,rent,75.0,True,3,1,Madrid,Fuenlabrada,16247,good,False,desconocido,Centro,False,desconocido,0.2956989247311828,0.2847570595430131
308,733.0,flat,rent,68.4,True,2,1,Madrid,Alcalá de Henares,28541,good,False,2,Las Sedas - El Olivar,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.2602150537634409,0.5026855512027371
309,750.0,flat,rent,36.0,True,1,1,Madrid,Madrid,4237,good,False,bj,Ciudad Lineal,True,desconocido,0.08602150537634409,0.07186286848775991
310,675.0,flat,rent,69.0,True,2,1,Madrid,Madrid,5656,good,False,bj,Latina,False,desconocido,0.26344086021505375,0.0970166450995338
311,650.0,flat,rent,85.0,True,2,1,Madrid,Guadarrama,43066,good,False,2,desconocido,False,desconocido,0.34946236559139787,0.7601616648644817
312,730.0,flat,rent,52.0,True,1,1,Madrid,Madrid,5879,good,False,bj,Tetuán,True,desconocido,0.17204301075268819,0.10096963465867796
313,700.0,flat,rent,97.0,True,1,1,Madrid,Loeches,24605,good,False,bj,desconocido,True,desconocido,0.413978494623656,0.4329143991633134
314,690.0,studio,rent,38.0,False,0,1,Madrid,Madrid,5798,good,False,2,Tetuán,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.0967741935483871,0.0995337954017691
315,700.0,flat,rent,70.0,True,2,1,Madrid,Guadarrama,43166,good,False,1,desconocido,False,desconocido,0.2688172043010753,0.7619343059223939
316,600.0,duplex,rent,89.0,True,2,2,Madrid,Miraflores de la Sierra,44474,good,False,2,desconocido,False,desconocido,0.3709677419354839,0.7851204509598853
317,700.0,studio,rent,25.0,False,0,1,Madrid,Madrid,691,good,False,bj,Centro,False,desconocido,0.02688172043010753,0.009005016574193891
318,690.0,flat,rent,60.0,True,2,1,Madrid,Sevilla la Nueva,29005,good,False,bj,desconocido,False,desconocido,0.21505376344086025,0.5109106057114495
319,750.0,duplex,rent,114.0,True,3,3,Madrid,Serranillos del Valle,28099,good,False,1,desconocido,False,desconocido,0.5053763440860215,0.4948504777267651
320,700.0,studio,rent,51.0,True,0,1,Madrid,Madrid,8471,good,False,bj,Hortaleza,False,desconocido,0.16666666666666669,0.14691649087976177
321,670.0,flat,rent,61.0,True,1,1,Madrid,Collado Villalba,35136,good,False,bj,Parque de la Coruña - Las Suertes,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.22043010752688175,0.6195912289720455
322,750.0,flat,rent,80.0,True,2,1,Madrid,Valdemoro,25085,good,False,4,Zona Estación,True,desconocido,0.32258064516129037,0.4414230762412919
323,740.0,studio,rent,33.0,True,0,1,Madrid,Madrid,8322,good,False,bj,Hortaleza,True,desconocido,0.06989247311827956,0.1442752557034726
324,750.0,flat,rent,110.0,True,4,2,Madrid,Colmenar Viejo,27976,good,False,1,El Mirador,False,desconocido,0.4838709677419355,0.4926701292255331
325,750.0,flat,rent,62.0,True,2,1,Madrid,Madrid,5703,good,False,3,Puente de Vallecas,False,desconocido,0.22580645161290325,0.09784978639675251
326,750.0,studio,rent,70.0,True,0,1,Madrid,San Sebastián de los Reyes,16273,good,False,bj,Pol. Industrial sur,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.2688172043010753,0.2852179462180703
327,650.0,studio,rent,28.0,True,0,1,Madrid,Madrid,5399,good,False,bj,Ciudad Lineal,False,desconocido,0.04301075268817203,0.09246095758069948
328,625.0,flat,rent,51.0,True,1,1,Madrid,Arganda,25010,good,False,2,Centro,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.16666666666666669,0.44009359544785775
329,700.0,flat,rent,35.0,True,1,1,Madrid,Madrid,2266,good,False,bj,Retiro,True,desconocido,0.08064516129032259,0.036924113236310785
330,750.0,flat,rent,95.0,True,2,2,Madrid,Colmenarejo,30759,good,False,1,desconocido,False,desconocido,0.4032258064516129,0.5420027298672292
331,600.0,studio,rent,25.0,False,0,1,Madrid,Madrid,3812,good,False,bj,Usera,False,desconocido,0.02688172043010753,0.06432914399163313
332,750.0,flat,rent,89.0,True,2,2,Madrid,Getafe,12878,good,False,2,San Isidro,True,desconocido,0.3709677419354839,0.2250367823019517
333,700.0,flat,rent,55.0,True,1,1,Madrid,Valdemorillo,32004,good,False,1,Valdemorillo pueblo,True,desconocido,0.1881720430107527,0.564072111038236
334,750.0,flat,rent,90.0,True,3,2,Madrid,Campo Real,28736,good,False,2,desconocido,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3763440860215054,0.5061422012656658
335,750.0,flat,rent,48.0,True,2,1,Madrid,Madrid,6832,good,False,2,Fuencarral,True,desconocido,0.15053763440860213,0.11786290394058108
336,625.0,flat,rent,57.0,True,2,1,Madrid,Aranjuez,43647,good,False,bj,Centro,False,desconocido,0.1989247311827957,0.7704607094109515
337,750.0,flat,rent,46.0,True,1,1,Madrid,San Sebastián de los Reyes,16127,good,False,1,Centro Urbano,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.13978494623655915,0.28262989027351854
338,695.0,flat,rent,59.0,True,1,1,Madrid,Madrid,8595,good,False,4,Villaverde,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.20967741935483875,0.14911456579157287
339,450.0,flat,rent,40.0,True,1,1,Madrid,Robledo de Chavela,46273,good,False,1,desconocido,False,desconocido,0.10752688172043012,0.8170102635917253
340,720.0,flat,rent,58.0,True,2,1,Madrid,Alcorcón,13451,good,False,bj,Centro,False,desconocido,0.2043010752688172,0.2351940155637885
341,745.0,flat,rent,73.0,True,2,1,Madrid,Alcalá de Henares,28800,good,False,2,Las Sedas - El Olivar,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.2849462365591398,0.5072766915427296
342,720.0,flat,rent,69.6,True,2,1,Madrid,Alcalá de Henares,28624,good,False,2,Las Sedas - El Olivar,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.26666666666666666,0.5041568432808041
343,750.0,flat,rent,55.0,True,2,1,Madrid,Madrid,7462,good,False,1,Fuencarral,False,desconocido,0.1881720430107527,0.12903054260542784
344,720.0,studio,rent,48.0,True,0,1,Madrid,Madrid,5808,good,False,1,Ciudad Lineal,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.15053763440860213,0.09971105950756032
345,725.0,studio,rent,44.0,False,0,1,Madrid,Madrid,1140,good,False,8,Centro,True,desconocido,0.12903225806451613,0.016964174924219595
346,750.0,flat,rent,80.0,False,2,1,Madrid,Madrid,8011,good,False,5,Villaverde,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.32258064516129037,0.13876234201336574
347,550.0,flat,rent,86.0,True,2,1,Madrid,Torrelaguna,47448,good,False,1,desconocido,True,desconocido,0.3548387096774194,0.8378387960221936
348,640.0,flat,rent,69.0,True,2,1,Madrid,Villalbilla,29311,good,False,2,desconocido,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.26344086021505375,0.5163348873486608
349,700.0,flat,rent,54.0,True,1,1,Madrid,Getafe,11656,good,False,1,Getafe Centro,True,desconocido,0.1827956989247312,0.2033751085742648
350,700.0,flat,rent,59.0,True,1,1,Madrid,Madrid,7529,good,False,6,Carabanchel,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.20967741935483875,0.13021821211422901
351,700.0,flat,rent,75.0,True,2,1,Madrid,Alcalá de Henares,30359,good,False,1,Pryconsa - Poligono Europa,False,desconocido,0.2956989247311828,0.5349121656355805
352,695.0,flat,rent,62.0,False,2,1,Madrid,Alcobendas,15162,good,False,3,Alcobendas Centro,False,desconocido,0.22580645161290325,0.2655239040646659
