,price,propertyType,operation,size,exterior,rooms,bathrooms,province,municipality,distance,status,newDevelopment,floor,district,hasLift,parkingSpace,size_MinMax,distance_MinMax,outliers_ifo_0.01_100,outliers_ifo_0.01_400,outliers_ifo_0.01_1000,outliers_ifo_0.01_2000,outliers_ifo_0.05_100,outliers_ifo_0.05_400,outliers_ifo_0.05_1000,outliers_ifo_0.05_2000,outliers_ifo_0.1_100,outliers_ifo_0.1_400,outliers_ifo_0.1_1000,outliers_ifo_0.1_2000,outliers_lof_0.01_20,outliers_lof_0.01_35,outliers_lof_0.01_50,outliers_lof_0.05_20,outliers_lof_0.05_35,outliers_lof_0.05_50,outliers_lof_0.1_20,outliers_lof_0.1_35,outliers_lof_0.1_50
139,730.0,flat,rent,70.0,True,3,1,Madrid,Pinto,18781.0,good,False,3,Parque Europa - Los Pitufos,False,desconocido,0.2688172043010753,0.3296757839505078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,730.0,flat,rent,52.0,True,2,1,Madrid,Madrid,8827.0,good,False,4,Vicálvaro,False,desconocido,0.1720430107526881,0.1532270930459291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,740.0,flat,rent,64.0,True,2,1,Madrid,Madrid,8365.0,good,False,3,Villaverde,False,desconocido,0.2365591397849462,0.1450374913583748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
142,720.0,flat,rent,65.0,True,2,1,Madrid,Madrid,7511.0,good,False,2,Villaverde,False,desconocido,0.2419354838709677,0.1298991367238048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,720.0,flat,rent,63.0,True,2,1,Madrid,Torrejón de Ardoz,19731.0,good,False,2,Noroeste,False,desconocido,0.2311827956989247,0.3465158740006736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,740.0,flat,rent,54.0,True,2,1,Madrid,Madrid,6636.0,good,False,1,Villaverde,True,desconocido,0.1827956989247312,0.1143885274670731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
145,720.0,flat,rent,52.0,True,2,1,Madrid,Getafe,12695.0,good,False,3,La Alhóndiga,False,desconocido,0.1720430107526881,0.2217928491659724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
146,730.0,flat,rent,45.0,True,2,1,Madrid,Madrid,4385.0,good,False,3,Puente de Vallecas,False,desconocido,0.1344086021505376,0.0744863772534699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
147,600.0,duplex,rent,80.0,False,1,1,Madrid,Madrid,7223.0,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.3225806451612903,0.1247939304770177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148,600.0,duplex,rent,80.0,False,1,1,Madrid,Madrid,7141.0,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.3225806451612903,0.1233403648095297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149,725.0,duplex,rent,71.0,True,2,1,Madrid,Cobeña,23158.0,good,False,1,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.2741935483870968,0.4072642830553241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
150,675.0,flat,rent,76.0,True,3,1,Madrid,Aldea del Fresno,43485.0,good,False,2,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3010752688172043,0.7675890308971337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
151,750.0,flat,rent,54.0,True,1,1,Madrid,San Sebastián de los Reyes,15834.0,good,False,3,Centro Urbano,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1827956989247312,0.2774360519738358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
152,750.0,duplex,rent,79.0,True,2,2,Madrid,Collado Villalba,34697.0,good,False,1,Villalba Estación,False,desconocido,0.3172043010752688,0.6118093347278111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153,700.0,flat,rent,54.0,True,1,1,Madrid,Madrid,3354.0,good,False,2,Usera,True,desconocido,0.1827956989247312,0.0562104479463953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154,750.0,flat,rent,54.0,True,2,1,Madrid,Madrid,8322.0,good,False,3,Villaverde,False,desconocido,0.1827956989247312,0.1442752557034726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155,730.0,flat,rent,48.0,True,2,1,Madrid,Madrid,6997.0,good,False,3,San Blas,False,desconocido,0.1505376344086021,0.1207877616861361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156,650.0,flat,rent,61.0,True,2,1,Madrid,Alcalá de Henares,28605.0,good,False,4,Reyes Católicos,False,desconocido,0.2204301075268817,0.5038200414798009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157,730.0,flat,rent,63.0,True,2,1,Madrid,Madrid,7893.0,good,False,1,Villaverde,False,desconocido,0.2311827956989247,0.1366706255650293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158,720.0,flat,rent,50.0,True,2,1,Madrid,Madrid,7041.0,good,False,2,San Blas,False,desconocido,0.1612903225806451,0.1215677237516175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
159,720.0,flat,rent,51.0,True,2,1,Madrid,Madrid,6973.0,good,False,1,San Blas,False,desconocido,0.1666666666666666,0.1203623278322372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
160,750.0,flat,rent,47.0,True,2,1,Madrid,Madrid,4538.0,good,False,1,Puente de Vallecas,False,desconocido,0.1451612903225806,0.0771985180720755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,730.0,flat,rent,50.0,True,2,1,Madrid,Madrid,7411.0,good,False,3,Villaverde,False,desconocido,0.1612903225806451,0.1281264956658926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,730.0,flat,rent,40.0,True,2,1,Madrid,Madrid,4201.0,good,False,2,Puente de Vallecas,False,desconocido,0.1075268817204301,0.0712247177069115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,670.0,flat,rent,67.0,True,2,1,Madrid,Valdemoro,25100.0,good,False,1,Zona Estación,True,desconocido,0.2526881720430107,0.4416889723999787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
164,740.0,flat,rent,52.0,True,2,1,Madrid,Madrid,4862.0,good,False,3,Puente de Vallecas,False,desconocido,0.1720430107526881,0.082941875099711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
165,720.0,flat,rent,69.0,True,2,1,Madrid,Alcalá de Henares,29084.0,good,False,1,Chorrillo,True,desconocido,0.2634408602150537,0.5123109921472002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
166,750.0,flat,rent,59.0,True,2,1,Madrid,Madrid,8400.0,good,False,4,Villaverde,False,desconocido,0.2096774193548387,0.1456579157286441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
167,740.0,flat,rent,45.0,True,2,1,Madrid,Madrid,7720.0,good,False,3,Villaverde,False,desconocido,0.1344086021505376,0.1336039565348412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
168,740.0,flat,rent,60.0,True,2,1,Madrid,Madrid,6670.0,good,False,1,Villaverde,True,desconocido,0.2150537634408602,0.1149912254267633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
169,730.0,studio,rent,45.0,False,0,1,Madrid,Madrid,854.0,good,False,desconocido,Centro,True,desconocido,0.1344086021505376,0.0118944214985907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,620.0,flat,rent,75.0,True,3,1,Madrid,Parla,21044.0,good,False,desconocido,Reyes,True,desconocido,0.2956989247311828,0.3697906510910606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
171,695.0,flat,rent,67.0,True,2,1,Madrid,Fuenlabrada,16111.0,good,False,desconocido,Sudeste Industrial,False,desconocido,0.2526881720430107,0.2823462677042526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
172,650.0,flat,rent,95.0,True,3,1,Madrid,Navalcarnero,29884.0,good,False,desconocido,Centro,True,desconocido,0.4032258064516129,0.5264921206104977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
173,675.0,flat,rent,68.0,True,2,1,Madrid,Alcalá de Henares,30461.0,good,False,desconocido,Juan de Austria,True,desconocido,0.2580645161290322,0.536720259514651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
174,695.0,flat,rent,65.0,True,2,1,Madrid,Madrid,8484.0,good,False,desconocido,Vicálvaro,False,desconocido,0.2419354838709677,0.1471469342172903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
175,750.0,flat,rent,111.0,True,2,2,Madrid,Parla,20583.0,good,False,6,Centro,True,desconocido,0.489247311827957,0.3616187758140854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
176,675.0,flat,rent,35.0,False,1,1,Madrid,Madrid,1016.0,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.0806451612903225,0.0147661000124084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
177,730.0,flat,rent,60.0,False,3,1,Madrid,Parla,20756.0,good,False,3,Reyes,False,desconocido,0.2150537634408602,0.3646854448442734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178,690.0,flat,rent,85.0,True,2,1,Madrid,Parla,20804.0,good,False,desconocido,Reyes,True,desconocido,0.3494623655913978,0.3655363125520713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
179,750.0,flat,rent,45.0,False,1,1,Madrid,Madrid,5089.0,good,False,bj,Tetuán,False,desconocido,0.1344086021505376,0.0869657703011717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
180,600.0,studio,rent,32.0,True,0,1,Madrid,Madrid,6325.0,good,False,1,San Blas,True,desconocido,0.064516129032258,0.1088756137769663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181,723.0,studio,rent,25.0,True,0,1,Madrid,Rivas-Vaciamadrid,16775.0,newdevelopment,True,desconocido,Rivas Futura,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.0268817204301075,0.2941166043287894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182,725.0,flat,rent,50.0,True,1,1,Madrid,Madrid,10503.0,good,False,1,San Blas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1612903225806451,0.1829365571765373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
183,750.0,flat,rent,67.0,True,3,1,Madrid,Getafe,11657.0,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.2526881720430107,0.2033928349848439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
184,600.0,flat,rent,45.0,True,2,1,Madrid,Mataelpino,41003.0,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.1344086021505376,0.7235920798397533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
185,750.0,flat,rent,70.0,True,3,1,Madrid,San Fernando de Henares,14642.0,good,False,2,Montserrat - Parque Empresarial,False,desconocido,0.2688172043010753,0.2563061705635225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
186,450.0,penthouse,rent,60.0,True,1,1,Madrid,Villa del Prado,53238.0,good,False,desconocido,desconocido,False,desconocido,0.2150537634408602,0.940474713275309,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
187,720.0,flat,rent,54.0,True,1,1,Madrid,Madrid,3296.0,good,False,bj,Carabanchel,False,desconocido,0.1827956989247312,0.0551823161328062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
188,550.0,penthouse,rent,75.0,True,2,2,Madrid,Villa del Prado,53247.0,good,False,desconocido,desconocido,False,desconocido,0.2956989247311828,0.9406342509705212,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,720.0,flat,rent,49.0,False,3,1,Madrid,Madrid,8411.0,good,False,3,Villaverde,False,desconocido,0.1559139784946236,0.1458529062450144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
190,740.0,flat,rent,65.0,True,3,1,Madrid,Madrid,8443.0,good,False,1,Vicálvaro,True,desconocido,0.2419354838709677,0.1464201513835463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
191,660.0,flat,rent,155.0,False,3,2,Madrid,Aranjuez,41119.0,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.7258064516129032,0.7256483434669314,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
192,720.0,flat,rent,56.0,False,2,1,Madrid,Madrid,6691.0,good,False,4,Villaverde,False,desconocido,0.1935483870967742,0.1153634800489249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
193,650.0,flat,rent,31.0,False,1,1,Madrid,Madrid,1207.0,good,False,3,Centro,False,desconocido,0.0591397849462365,0.0181518444330207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
194,650.0,flat,rent,96.0,True,2,1,Madrid,Aranjuez,43953.0,good,False,3,Nuevo Aranjuez-Ciudad de las Artes,False,desconocido,0.4086021505376344,0.7758849910481628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
195,660.0,flat,rent,168.0,False,4,2,Madrid,Aranjuez,41221.0,good,False,3,La Montaña-El Cortijo,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.7956989247311829,0.7274564373460018,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
196,690.0,flat,rent,64.0,True,2,1,Madrid,Alcalá de Henares,30634.0,good,False,bj,Val,False,desconocido,0.2365591397849462,0.539786928544839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
197,750.0,studio,rent,25.0,True,0,1,Madrid,Madrid,3177.0,good,False,5,Barrio de Salamanca,True,desconocido,0.0268817204301075,0.0530728732738907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
198,725.0,flat,rent,45.0,True,1,1,Madrid,Madrid,10508.0,good,False,2,San Blas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1344086021505376,0.1830251892294329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
199,620.0,flat,rent,85.0,False,1,1,Madrid,Pinto,19767.0,good,False,bj,San José - Buenos Aires,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3494623655913978,0.3471540247815219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
200,590.0,flat,rent,52.0,True,1,1,Madrid,Los Molinos,44526.0,good,False,bj,desconocido,False,desconocido,0.1720430107526881,0.7860422243099996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201,750.0,penthouse,rent,80.0,True,0,1,Madrid,Tres Cantos,20818.0,good,False,1,Zona Industrial,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3225806451612903,0.365784482300179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
202,720.0,studio,rent,36.0,True,0,1,Madrid,Madrid,5975.0,good,False,2,Ciudad Lineal,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.086021505376344,0.1026713700742736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
203,700.0,flat,rent,82.0,True,2,1,Madrid,San Lorenzo de el Escorial,42463.0,good,False,3,Centro - Casco Histórico,False,desconocido,0.3333333333333333,0.7494726392852712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
204,692.0,flat,rent,83.0,True,2,2,Madrid,Torrejón de Ardoz,20294.0,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3387096774193548,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
205,670.0,flat,rent,79.0,True,2,2,Madrid,Torrejón de Ardoz,20294.0,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3172043010752688,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
206,609.0,flat,rent,56.0,True,1,1,Madrid,Alcalá de Henares,30186.0,newdevelopment,True,bj,Espartales,True,desconocido,0.1935483870967742,0.5318454966053925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
207,718.0,flat,rent,86.0,True,2,2,Madrid,Torrejón de Ardoz,20294.0,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3548387096774194,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
208,694.0,flat,rent,81.0,True,2,2,Madrid,Torrejón de Ardoz,20294.0,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3279569892473118,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
209,658.0,flat,rent,78.0,True,2,2,Madrid,Torrejón de Ardoz,20294.0,newdevelopment,True,desconocido,Suroeste,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3118279569892473,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
